Ticker,Name,Market Cap,P/E ttm,EPS ttm,Net Income(a),Beta,Dividend(a),Div Yield,Last,Wtd Alpha,YTD %Chg,1M %Chg,3M %Chg,52W %Chg,Opinion,20D Rel Str,20D His Vol,20D Avg Vol,52W Low,52W High
SPR,Spirit Aerosystems Holdings,8444946000,11.86,6.94,617000000,1.18,0.48,0.0059,81.60,-2.30,0.1319,-0.0132,0.0918,-0.0971,-0.16,0.5105,0.2177,757015,64.48,100.34
SQ,Square,25969504000,1037.50,0.06,-38450000,3.40,0.00,0.0000,60.80,-19.40,0.0840,-0.0194,-0.1720,-0.2935,-0.88,0.4617,0.2995,9887985,49.82,87.66
SRC,Spirit Realty Capital Inc,4341404000,14.06,1.88,132050000,0.37,2.50,0.0519,48.18,31.40,0.3668,0.0101,0.0856,0.2106,1.00,0.5827,0.1392,742575,33.86,49.04
SRCL,Stericycle Inc,4416635000,15.36,3.19,-244700000,1.24,0.00,0.0000,48.47,-3.40,0.3211,0.0542,0.0291,-0.1031,0.24,0.5066,0.3318,874535,34.36,58.73
SRE,Sempra Energy,40059736000,25.20,5.81,1050000000,0.42,3.87,0.0265,145.91,28.80,0.3486,0.0275,0.0533,0.2519,1.00,0.5719,0.1717,1602110,104.88,148.14
SRPT,Sarepta Therapeutics,5985856000,0.00,-8.01,-361920000,2.12,0.00,0.0000,80.52,-41.40,-0.2622,-0.0604,-0.4495,-0.3857,-1.00,0.3866,0.5563,1759620,72.05,158.80
SSNC,SS&C Technologies,12317510000,15.08,3.32,103200000,1.27,0.40,0.0082,48.54,-3.60,0.0760,-0.0074,-0.1514,-0.0873,-0.56,0.4514,0.2750,1891490,40.96,67.73
ST,Sensata Technologies Holding N.V.,7458338000,13.12,3.64,599000000,1.41,0.00,0.0000,46.29,2.90,0.0323,-0.0352,-0.0255,-0.0136,-0.40,0.4246,0.2878,711285,40.78,52.33
STAY,Extended Stay America Inc,2698174000,13.42,1.08,112860000,1.12,0.92,0.0642,14.32,-23.90,-0.0761,0.0056,-0.1567,-0.2518,-1.00,0.4390,0.1905,1777465,12.88,19.73
STE,Steris Corp,11690191000,27.72,5.12,304050000,0.91,1.48,0.0107,138.04,24.30,0.2919,-0.1065,-0.0923,0.2816,-0.08,0.3914,0.2482,539460,99.14,156.66
STI,Suntrust Banks,29175606000,11.60,5.73,2775000000,1.53,2.24,0.0341,65.72,7.90,0.3029,0.0448,0.0345,-0.0185,0.88,0.5072,0.1794,2855440,46.05,69.57
STL,Sterling Bancorp,3841306000,9.48,2.04,447250000,1.38,0.28,0.0150,18.72,-9.10,0.1339,-0.0280,-0.1107,-0.1624,-0.56,0.3944,0.2438,1486620,15.62,22.54
STLD,Steel Dynamics Inc,6065712000,5.92,4.78,1258380000,1.66,0.96,0.0348,27.62,-32.80,-0.0806,0.0084,-0.0685,-0.3881,-0.72,0.4300,0.3191,2218200,25.02,45.30
STOR,Store Capital Corpstore Capital,8576434000,19.62,1.02,216970000,0.18,1.40,0.0371,37.77,36.00,0.3342,0.0024,0.1031,0.3441,1.00,0.5645,0.1637,1239060,27.35,38.76
STT,State Street Corp,20547732000,9.02,6.24,2599000000,1.51,2.08,0.0377,55.15,-29.90,-0.1256,0.0639,0.0016,-0.3671,-0.48,0.4608,0.2481,2193150,48.62,87.10
STWD,Starwood Property Trust,6741542000,13.33,1.80,385830000,0.57,1.92,0.0802,23.95,12.80,0.2151,0.0059,0.0440,0.1255,0.72,0.4911,0.1152,1761250,19.16,24.96
STZ,Constellation Brands Inc,36306912000,20.65,9.14,3435900000,0.69,3.00,0.0158,189.52,-11.60,0.1785,-0.0744,-0.0529,-0.1712,0.24,0.3659,0.2529,1333820,150.37,228.49
SUI,Sun Communities,13798311000,32.20,1.53,120160000,0.22,3.00,0.0197,152.18,59.30,0.4962,0.0179,0.1331,0.5126,1.00,0.6208,0.1481,656245,94.63,153.26
SVC,Service Properties Trust,4096450000,7.00,-1.27,185730000,0.96,2.16,0.0867,24.91,-5.30,0.0431,0.0004,-0.0139,-0.1129,-0.24,0.4890,0.1398,1035980,22.47,28.11
SWCH,Switch Inc,3793606000,143.55,0.11,4050000,0.52,0.12,0.0076,15.48,73.20,1.2114,-0.0719,0.1772,0.5558,0.56,0.4931,0.2363,751315,6.39,16.95
SWI,Solarwinds Corp,5616726000,26.57,0.70,-102070000,NaN,0.00,0.0000,18.11,16.80,0.3095,0.0384,-0.0195,0.2049,0.24,0.4866,0.2740,838440,12.25,21.22
SWK,Stanley Black & Decker Inc,20498960000,16.79,8.27,605200000,1.40,2.76,0.0204,135.09,2.90,0.1282,-0.0199,-0.0677,-0.0433,-0.16,0.4424,0.2482,912945,106.41,154.10
SWKS,Skyworks Solutions,13564537000,13.17,6.14,918400000,1.04,1.76,0.0223,79.00,-5.40,0.1788,-0.0109,-0.0044,-0.0979,0.32,0.5008,0.3277,1800640,60.12,94.39
SYF,Synchrony Financial,20832016000,8.17,3.97,2790000000,1.18,0.88,0.0280,31.40,3.20,0.3384,-0.0450,-0.1204,0.0022,-0.56,0.3737,0.2046,4220800,21.77,36.87
SYK,Stryker Corp,77768744000,27.55,7.73,3553000000,0.81,2.08,0.0100,207.88,21.10,0.3262,-0.0611,-0.0009,0.1879,0.56,0.4217,0.2029,1121110,144.75,223.45
SYMC,Symantec Corp,14356883000,17.92,1.31,31000000,1.29,0.30,0.0129,23.23,16.60,0.2294,-0.0526,-0.0929,0.1421,0.72,0.4746,0.1405,5349275,17.42,26.07
SYY,Sysco Corp,39716384000,22.03,3.55,1674270000,0.48,1.56,0.0201,77.57,16.80,0.2380,0.0246,0.0774,0.0674,0.88,0.5608,0.1101,2964595,59.44,79.74
T,AT&T Inc,273866000000,10.73,3.51,19370000000,0.63,2.04,0.0544,37.48,22.80,0.3132,0.0339,0.0943,0.0988,0.88,0.5818,0.1819,33095750,26.80,38.75
TAP,Molson Coors Brewing Company,11973031000,11.90,4.72,1116500000,0.78,2.28,0.0412,55.34,-7.80,-0.0146,0.0359,-0.0197,-0.1181,-0.24,0.5011,0.2066,1485780,49.92,67.62
TCBI,Texas Capital Bncsh,2558862000,8.53,6.13,300820000,1.88,0.00,0.0000,50.87,-31.20,-0.0043,-0.0240,-0.1637,-0.3870,-1.00,0.3948,0.3309,604840,47.86,82.86
TCF,TCF Financial Corp,2599738000,9.16,4.07,284020000,1.50,1.40,0.0385,36.33,-25.90,-0.0076,-0.0549,-0.1265,-0.3189,-0.88,0.3914,0.2116,912455,34.62,54.05
TCO,Taubman Centers,2270853000,10.04,0.74,83490000,0.72,2.70,0.0728,37.10,-33.10,-0.1844,-0.0755,-0.1043,-0.3396,-0.88,0.3475,0.2305,516525,36.57,59.39
TDC,Teradata Corp,3273529000,32.55,0.91,30000000,1.19,0.00,0.0000,28.69,-27.80,-0.2521,-0.1096,-0.2144,-0.2039,-1.00,0.3477,0.2410,912280,28.63,49.42
TDG,Transdigm Group Inc,27149728000,31.10,16.54,957060000,0.95,0.00,0.0000,508.66,50.00,0.4958,-0.0473,0.0353,0.4294,0.40,0.4639,0.2009,294320,307.36,555.27
TDS,Telephone and Data Systems,2815826000,18.55,1.32,135000000,1.08,0.66,0.0268,24.59,-28.30,-0.2443,-0.0465,-0.2204,-0.2218,-1.00,0.4069,0.2502,782785,24.01,37.29
TDY,Teledyne Technologies Inc,11423007000,33.83,9.38,333800000,1.11,0.00,0.0000,314.00,47.20,0.5164,-0.0126,0.1440,0.3174,0.80,0.5343,0.1461,245550,189.35,325.63
TEAM,Atlassian Cls A Ord,14654939000,0.00,-0.10,-637620000,1.31,0.00,0.0000,124.00,42.20,0.3936,-0.0621,-0.1010,0.5292,-0.08,0.4312,0.4304,1577630,65.17,149.80
TECH,Bio-Techne Cp,7443124000,52.80,3.82,96070000,1.21,1.28,0.0065,196.43,7.00,0.3573,0.0438,-0.0752,0.0369,0.08,0.4932,0.2851,197680,132.75,217.15
TER,Teradyne Inc,9863665000,23.37,2.54,451780000,1.55,0.36,0.0062,58.04,73.70,0.8496,0.0350,0.2442,0.6813,0.88,0.5582,0.2249,1924410,28.73,60.10
TFSL,Tfs Financial Corp,4081328000,63.89,0.28,85410000,0.18,1.08,0.0601,17.97,20.30,0.1141,0.0130,-0.0017,0.2126,0.80,0.5192,0.1114,131480,14.19,18.61
TFX,Teleflex Inc,14644303000,32.23,10.19,200800000,0.98,1.36,0.0043,316.75,22.00,0.2254,-0.1107,-0.0480,0.2642,NaN,0.3498,0.2396,269965,226.02,373.90
TGT,Target Corp,55445904000,18.08,5.97,2937000000,0.54,2.64,0.0243,108.52,39.00,0.6420,-0.0121,0.2206,0.2707,1.00,0.6144,0.1600,4113465,60.15,110.94
THG,The Hanover Insurance Group,5250794000,18.51,7.32,391000000,0.57,2.40,0.0181,132.75,19.40,0.1369,-0.0104,0.0257,0.1220,0.80,0.5012,0.1412,279815,104.59,136.46
THO,Thor Industries,2890256000,10.27,5.28,133280000,1.96,1.56,0.0297,52.49,-31.40,0.0094,0.1199,-0.0650,-0.3582,-0.56,0.5085,0.6590,1475900,42.05,85.53
THS,Treehouse Foods,2921890000,24.80,2.14,-61400000,0.74,0.00,0.0000,51.99,2.90,0.0252,-0.0701,-0.0738,0.1159,-0.72,0.4112,0.1854,366210,41.18,67.88
TIF,Tiffany & Company,10518527000,19.69,4.52,586400000,1.60,2.32,0.0268,86.63,-21.20,0.0760,-0.0180,-0.0761,-0.2892,-0.64,0.4361,0.2369,1494850,73.04,124.81
TJX,TJX Companies,66999064000,23.12,2.41,3059800000,0.68,0.92,0.0166,55.42,5.40,0.2387,-0.0128,0.0086,0.0003,0.80,0.5209,0.1955,5024675,41.49,57.31
TKR,Timken Company,3120003000,8.96,4.68,302800000,1.79,1.12,0.0273,41.03,-7.10,0.0994,0.0007,-0.1711,-0.1558,-0.64,0.4286,0.2398,520795,33.98,52.38
TMO,Thermo Fisher Scientific Inc,108901000000,24.67,11.72,2938000000,1.13,0.76,0.0028,271.93,13.30,0.2151,-0.0784,-0.0869,0.1346,0.08,0.4147,0.3125,1624810,208.34,305.45
TMUS,T-Mobile US,66318676000,18.96,4.14,2888000000,0.41,0.00,0.0000,77.61,13.30,0.2202,-0.0194,0.0262,0.1278,0.56,0.4730,0.1711,2693105,59.96,85.22
TOL,Toll Brothers Inc,5520264000,8.39,4.71,748150000,0.93,0.44,0.0112,39.31,24.70,0.1937,0.0711,0.0610,0.2095,0.88,0.5472,0.2937,2254570,28.68,41.70
TPR,Tapestry Inc,7097888000,9.76,2.58,643400000,1.02,1.35,0.0547,24.66,-36.10,-0.2693,0.0409,-0.1851,-0.4890,-0.56,0.4743,0.2327,5908505,18.54,48.69
TPX,Tempur-Pedic International Inc,4046222000,23.62,3.25,100500000,1.67,0.00,0.0000,73.82,51.50,0.7831,-0.0284,-0.0152,0.4334,0.24,0.4615,0.3712,683260,38.90,81.85
TREE,Lendingtree Inc,3992949000,97.06,3.23,96500000,2.17,0.00,0.0000,307.41,22.50,0.4001,-0.0052,-0.2652,0.4138,-0.72,0.4444,0.2595,111225,183.25,434.94
TRGP,Targa Resources,8817745000,0.00,-0.59,1600000,1.77,3.64,0.0961,37.88,-26.60,0.0516,0.0101,-0.0506,-0.3438,-0.32,0.4680,0.4239,2104125,32.00,58.49
TRIP,Tripadvisor Inc,5186102000,34.34,1.13,113000000,1.35,0.00,0.0000,37.23,-26.80,-0.3098,-0.0172,-0.1825,-0.2551,-1.00,0.4162,0.3244,1612055,35.41,69.00
TRMB,Trimble Navigation,9364070000,22.13,1.72,282800000,1.99,0.00,0.0000,37.19,-6.40,0.1301,-0.0198,-0.1708,-0.0965,-0.56,0.4277,0.2199,1112170,29.75,46.25
TRN,Trinity Industries,2089093000,13.95,1.18,159300000,1.99,0.68,0.0423,16.09,-51.90,-0.2186,-0.1154,-0.2007,-0.5856,-0.88,0.3471,0.3688,1550165,16.03,39.35
TROW,T Rowe Price Group,25379772000,14.80,7.43,1837500000,1.05,3.04,0.0282,107.74,8.00,0.1670,-0.0682,-0.0112,-0.0136,0.40,0.4201,0.2072,1137395,84.59,120.99
TRU,Transunion,14866249000,32.79,2.44,276600000,0.99,0.30,0.0038,79.16,20.30,0.3937,-0.0677,0.0720,0.1095,0.40,0.4574,0.2017,1047335,52.15,85.50
TRV,The Travelers Companies Inc,36618084000,15.04,9.52,2523000000,0.93,3.28,0.0233,140.63,10.30,0.1744,-0.0799,-0.0856,0.0681,-0.24,0.3926,0.1749,1220735,111.08,155.09
TSCO,Tractor Supply Company,10980728000,20.50,4.49,532360000,1.06,1.40,0.0152,92.07,-0.10,0.1034,-0.1108,-0.1658,0.0382,-0.72,0.4143,0.2678,1785225,78.67,114.25
TSLA,Tesla Inc,42999432000,0.00,-3.88,-976090000,0.52,0.00,0.0000,240.05,-13.60,-0.2787,0.0554,0.0422,-0.0419,NaN,0.5265,0.4536,7827740,176.99,379.49
TSN,Tyson Foods,29331614000,13.92,5.83,3024000000,0.44,1.50,0.0186,80.43,30.60,0.5062,-0.0652,-0.0182,0.2710,0.24,0.3932,0.2279,2319900,49.77,94.07
TTC,Toro Company,7520771000,25.66,2.83,271940000,0.79,0.90,0.0128,70.55,22.00,0.2625,-0.0433,0.0582,0.2216,0.40,0.4253,0.1666,473830,52.97,75.27
TTD,Trade Desk Inc,8566370000,93.74,2.07,88140000,2.71,0.00,0.0000,190.44,31.00,0.6409,-0.1831,-0.2054,0.4438,-0.56,0.3813,0.3695,1489520,102.35,289.51
TTWO,Take-Two Interacti,13519112000,29.14,4.22,333840000,0.75,0.00,0.0000,119.45,0.60,0.1604,-0.0865,0.0410,-0.0581,0.24,0.4197,0.3346,1529845,84.41,135.70
TWLO,Twilio,14730150000,0.00,-1.30,-121950000,1.18,0.00,0.0000,108.40,20.40,0.2139,-0.1237,-0.2510,0.4631,-0.88,0.3998,0.3704,4089950,62.43,151.00
TWO,Two Harbors Investments Corp,3577785000,7.15,1.85,-44290000,0.63,1.60,0.1220,13.11,-7.20,0.0210,0.0046,0.0234,-0.1082,-0.32,0.4722,0.1684,1603645,12.06,14.86
TWOU,2U Inc,985809000,0.00,-0.95,-38330000,0.48,0.00,0.0000,15.56,-42.10,-0.6869,-0.1396,-0.5907,-0.7780,-0.88,0.3406,0.5252,1896310,11.37,80.49
TWTR,Twitter Inc,30688816000,65.81,0.62,1205600000,0.59,0.00,0.0000,39.70,42.20,0.3814,-0.1259,0.0892,0.3954,0.40,0.4265,0.2571,9515370,26.19,45.85
TXN,Texas Instruments,116684000000,24.04,5.36,5580000000,1.26,3.08,0.0246,124.98,25.80,0.3225,-0.0166,0.0874,0.2261,0.64,0.4817,0.2025,4202740,87.70,131.80
TXT,Textron Inc,10663946000,13.79,3.45,1222000000,1.77,0.08,0.0017,46.34,-25.40,0.0076,-0.0030,-0.1203,-0.3537,-0.64,0.4250,0.2249,1329625,42.30,71.53
TYL,Tyler Technologies,10050100000,65.68,3.96,147460000,0.91,0.00,0.0000,260.48,29.80,0.4018,0.0105,0.1900,0.1842,1.00,0.5538,0.2058,245155,173.26,265.56
UA,Under Armour Inc Cl C,7829119000,49.91,0.35,-46300000,1.05,0.00,0.0000,17.35,-11.60,0.0730,-0.0242,-0.2499,-0.0187,-0.72,0.4069,0.2190,1609840,15.05,24.55
UAA,Under Armour,8578187000,54.57,0.35,-46300000,0.59,0.00,0.0000,19.01,-12.60,0.0758,-0.0281,-0.2824,-0.0176,-0.72,0.3990,0.2415,3552050,16.52,27.72
UAL,United Continental Holdings,21758640000,7.83,10.83,2129000000,1.20,0.00,0.0000,84.69,2.50,0.0115,-0.0187,-0.0660,0.0121,-0.08,0.4414,0.2416,2507990,77.02,97.85
UBER,Uber Technologies Inc,49776120000,0.00,-6.98,997000000,NaN,0.00,0.0000,29.28,NaN,-0.2956,-0.0810,-0.3183,-0.2956,NaN,0.3608,0.3868,8840445,28.31,47.08
UDR,United Dominion Realty Trust,14317046000,24.27,0.56,203110000,0.42,1.37,0.0280,48.89,26.40,0.2340,-0.0008,0.0521,0.2174,1.00,0.5854,0.0878,1725890,37.87,49.30
UFS,Domtar Corp,2022683000,6.62,5.10,283000000,1.97,1.82,0.0563,32.32,-33.70,-0.0800,-0.0390,-0.2440,-0.3361,-1.00,0.3944,0.3666,768635,31.72,53.89
UGI,Ugi Corp,8366481000,19.87,2.46,718700000,0.57,1.30,0.0271,47.99,-13.10,-0.1005,-0.0002,-0.0981,-0.1364,-0.88,0.4157,0.1678,1639615,45.94,59.31
UHAL,A M E R C O,7284172000,19.63,19.16,370860000,0.72,0.00,0.0000,371.49,9.60,0.1322,0.0438,-0.0148,0.0645,0.08,0.4779,0.1996,53705,316.00,403.92
UHS,Universal Health Services,12671337000,14.79,9.81,779710000,1.07,0.80,0.0056,143.20,17.20,0.2286,-0.0341,0.0872,0.1335,0.56,0.4365,0.1160,756650,112.79,157.79
UI,Ubiquiti Networks,7869690000,24.03,4.92,322690000,1.22,1.20,0.0105,114.65,15.90,0.1533,0.0016,-0.1150,0.2602,-0.80,0.4668,0.2615,327960,82.72,174.95
ULTA,Ulta Beauty Inc,13948976000,20.87,11.63,658560000,1.15,0.00,0.0000,237.03,-16.70,-0.0319,0.0169,-0.3279,-0.1333,-0.88,0.3897,0.3880,2064655,224.43,368.83
UMPQ,Umpqua Holdings Corp,3384459000,9.73,1.62,316260000,1.08,0.84,0.0547,15.37,-20.90,-0.0333,-0.0278,-0.0851,-0.2698,-0.72,0.3925,0.2273,1197955,15.06,21.64
UNH,Unitedhealth Group Inc,208594000000,15.78,14.02,11986000000,0.60,4.32,0.0196,220.11,-17.50,-0.1164,-0.0388,-0.1119,-0.1818,-1.00,0.4055,0.1940,4519315,208.07,287.94
UNM,Unumprovident Corp,5557930000,5.11,5.34,523400000,1.58,1.14,0.0428,26.64,-31.30,-0.0933,0.0060,-0.2254,-0.3378,-0.88,0.3931,0.2947,1886665,24.71,40.30
UNP,Union Pacific Corp,106715000000,18.52,8.42,5966000000,1.07,3.88,0.0256,151.47,-5.50,0.0958,-0.0798,-0.1068,-0.0795,-0.88,0.3526,0.2214,3470930,128.08,180.54
UNVR,Univar Inc,3313344000,13.63,1.48,172300000,1.59,0.00,0.0000,19.65,-25.40,0.1077,-0.0301,-0.0744,-0.3421,-0.48,0.4245,0.2957,2055075,16.33,29.93
UPS,United Parcel Service,96810288000,16.25,7.11,4791000000,1.24,3.84,0.0341,112.74,0.90,0.1560,-0.0611,0.1062,-0.0509,0.56,0.4183,0.1923,3102420,89.89,123.63
URBN,Urban Outfitters Inc,2583601000,11.12,2.45,298000000,0.73,0.00,0.0000,26.37,-26.30,-0.2057,0.1052,0.0897,-0.3334,0.24,0.5539,0.4666,2962330,19.63,41.77
URI,United Rentals,8426200000,6.56,17.64,1096000000,2.66,0.00,0.0000,109.20,-20.90,0.0651,-0.0658,-0.1722,-0.3003,-0.56,0.3825,0.3353,1515465,94.28,155.71
USB,U.S. Bancorp,82541824000,12.78,4.22,7096000000,1.10,1.68,0.0321,52.38,2.60,0.1462,-0.0193,-0.0136,-0.0287,0.24,0.4141,0.1728,5532475,43.14,57.81
USFD,US Foods Holding,8885193000,19.08,2.12,407000000,0.49,0.00,0.0000,40.54,39.20,0.2813,-0.0030,0.1089,0.3559,0.72,0.5065,0.2459,2146905,27.51,43.10
USM,United States Cellular Corp,3044117000,21.67,1.61,150000000,0.82,0.00,0.0000,35.10,-31.70,-0.3246,-0.0444,-0.2590,-0.2274,-0.88,0.4208,0.4296,418515,32.78,59.74
UTHR,United Therapeutic,3451433000,0.00,-2.76,589200000,0.95,0.00,0.0000,78.71,-35.90,-0.2772,-0.0215,0.0077,-0.3785,-0.56,0.4415,0.3034,519945,74.31,128.94
UTX,United Technologies Corp,112861000000,16.61,7.99,5269000000,1.21,2.94,0.0225,130.79,2.10,0.2283,-0.0217,-0.0006,-0.0630,0.16,0.4539,0.1709,2680910,100.48,144.40
V,Visa Inc,342066000000,33.70,5.19,10301000000,0.96,1.00,0.0058,172.42,21.90,0.3068,-0.0717,-0.0214,0.2152,0.24,0.4536,0.1795,8476560,121.60,187.05
VAR,Varian Medical Systems,9830034000,24.47,4.59,149900000,0.87,0.00,0.0000,107.95,-7.90,-0.0473,-0.0146,-0.2138,0.0027,-0.80,0.3840,0.3003,756085,101.42,142.50
VEEV,Veeva Systems Inc,21669296000,103.12,1.48,229830000,1.28,0.00,0.0000,146.43,49.00,0.6394,-0.0693,-0.1277,0.5402,-0.24,0.4385,0.3566,1867265,79.26,176.90
VER,Vereit Inc,9617054000,13.97,0.24,-85770000,0.51,0.55,0.0557,9.88,40.10,0.3818,0.0228,0.0798,0.3741,1.00,0.5482,0.2152,20952814,6.88,10.13
VFC,V.F. Corp,34629456000,24.26,3.64,1259790000,1.19,1.72,0.0198,86.97,1.60,0.2191,-0.0073,-0.0157,-0.0587,0.24,0.5108,0.1968,1701590,67.18,96.20
VIA,Viacom Inc Cl A,10024341000,6.07,4.26,1719000000,1.33,0.80,0.0322,24.85,-33.80,-0.1064,-0.1071,-0.3101,-0.2996,-1.00,0.3259,0.2774,63050,24.85,38.00
VIAB,Viacom Inc Cl B,8945262000,5.42,4.26,1719000000,1.35,0.80,0.0361,22.17,-34.00,-0.1372,-0.1432,-0.2938,-0.3227,-1.00,0.2642,0.2127,4723975,22.14,33.92
VICI,Vici Properties Inc,10630798000,15.46,1.46,523620000,0.83,1.19,0.0516,23.06,12.60,0.2279,0.0336,0.0411,0.0791,0.72,0.6255,0.1322,4138525,17.64,23.27
VIRT,Virtu Financial Cm A,3089772000,12.01,1.36,289440000,-0.56,0.96,0.0592,16.21,-38.30,-0.3707,-0.1653,-0.2770,-0.2770,-1.00,0.3333,0.3737,1396995,15.32,29.17
VLO,Valero Energy Corp,34528060000,13.95,5.98,3122000000,1.48,3.60,0.0432,83.32,-15.30,0.1114,0.0664,0.0241,-0.2828,0.24,0.5349,0.2473,3363265,68.81,117.51
VMC,Vulcan Materials Company,19492490000,34.09,4.33,515810000,0.92,1.24,0.0084,147.35,47.90,0.4914,0.0161,0.0673,0.3314,0.80,0.5430,0.1915,970235,82.52,152.49
VMI,Valmont Industries,2794117000,17.30,7.63,94350000,1.42,1.50,0.0116,129.16,0.70,0.1641,-0.0678,0.0262,-0.0579,0.24,0.4097,0.2432,124835,103.01,146.46
VMW,Vmware Inc,61049616000,31.02,4.92,2422000000,0.88,0.00,0.0000,149.40,-5.70,0.0895,0.0152,-0.0953,-0.0107,-0.88,0.4724,0.2854,1428655,128.69,206.80
VNO,Vornado Realty Trust,11984965000,17.81,1.95,449950000,0.98,2.64,0.0420,62.81,-7.80,0.0126,0.0010,-0.0434,-0.1218,-0.56,0.4960,0.1407,1481520,58.60,72.50
VOYA,VOYA Financial Inc,7112041000,9.90,5.25,875000000,1.51,0.60,0.0118,50.67,5.30,0.2623,-0.0071,-0.1046,-0.0241,-0.24,0.4193,0.2172,1170425,36.66,57.57
VRSK,Verisk Analytics Inc,25327078000,36.98,4.25,598700000,0.70,1.00,0.0065,154.90,33.90,0.4206,-0.0588,0.0405,0.2998,0.48,0.4724,0.1860,718405,102.74,164.97
VRSN,Verisign Inc,21420598000,36.11,5.08,582490000,1.05,0.00,0.0000,180.96,15.40,0.2203,-0.1282,-0.1608,0.2002,-0.56,0.3694,0.2401,725735,131.28,221.78
VRTX,Vertex Pharmaceutic,43580284000,47.79,3.60,2096900000,1.43,0.00,0.0000,169.55,-7.10,0.0232,-0.0650,-0.0407,-0.0852,-0.72,0.4457,0.1999,1120905,151.80,195.81
VSAT,Viasat Inc,4349022000,0.00,-0.72,-67620000,0.87,0.00,0.0000,70.95,6.10,0.2036,-0.1055,-0.1396,0.1216,-0.88,0.3368,0.2484,307120,55.93,97.31
VST,Vistra Energy Corp,13344195000,23.68,1.14,-54000000,0.57,0.50,0.0184,27.14,16.50,0.1857,0.0631,0.2100,0.0672,0.88,0.6706,0.1520,4679260,20.83,27.86
VTR,Ventas Inc,27254592000,18.84,1.40,409470000,0.22,3.17,0.0433,73.15,34.20,0.2485,-0.0276,0.0435,0.3571,1.00,0.5310,0.1682,1968705,52.80,75.40
VVV,Valvoline Inc,4046085000,16.13,1.33,166000000,0.90,0.42,0.0197,21.50,12.30,0.1111,-0.0444,0.0697,0.0452,0.40,0.4607,0.1288,826235,16.90,23.16
VZ,Verizon Communications Inc,246988000000,12.63,4.77,15528000000,0.53,2.41,0.0404,59.72,10.50,0.0623,0.0112,0.0316,0.0854,0.80,0.5490,0.1111,11048436,52.28,61.58
W,Wayfair Inc,9648292000,0.00,-7.43,-504080000,1.92,0.00,0.0000,104.49,-22.50,0.1600,-0.1054,-0.2564,-0.1908,-0.88,0.3694,0.4326,1923740,76.60,173.72
WAB,Wabtec Corp,11979827000,16.10,4.04,294940000,1.45,0.48,0.0075,63.67,-31.20,-0.0937,-0.0674,-0.1380,-0.3807,-0.40,0.3553,0.2702,1267620,61.00,103.31
WAL,Western Alliance Bancorp,4419948000,9.71,4.53,435790000,1.66,1.00,0.0234,42.65,-17.40,0.0800,-0.0251,-0.0340,-0.2615,0.08,0.4143,0.2317,788800,37.39,57.92
WAT,Waters Corp,13886540000,26.20,8.53,593790000,1.07,0.00,0.0000,208.01,7.10,0.1026,-0.0425,-0.0421,0.1370,-0.32,0.3999,0.3305,613830,167.93,255.21
WBA,Walgreens Boots Alliance,47044720000,8.72,6.05,5024000000,0.89,1.83,0.0351,52.09,-28.20,-0.2377,-0.0089,-0.0603,-0.2975,-0.64,0.4486,0.2448,4808995,49.03,86.31
WBC,Wabco Holdings Inc,6879506000,19.41,6.93,394100000,1.35,0.00,0.0000,134.25,21.70,0.2507,0.0036,0.0163,0.1411,0.88,0.5675,0.0286,381375,98.90,146.68
WBS,Webster Financial Corp,3908506000,10.77,4.10,360420000,1.29,1.60,0.0377,42.41,-29.00,-0.1396,-0.0642,-0.0860,-0.3161,-0.88,0.3745,0.2788,506110,42.40,63.34
WCC,Wesco International,1876253000,8.93,5.05,227340000,1.74,0.00,0.0000,44.17,-18.10,-0.0798,-0.0450,-0.1127,-0.2411,-0.80,0.4243,0.2828,355910,42.03,58.51
WCG,Wellcare Group,13060492000,20.34,12.96,439800000,0.91,0.00,0.0000,259.59,-12.70,0.0995,-0.0350,-0.0769,-0.1643,-0.72,0.3958,0.1494,596425,220.63,321.52
WDAY,Workday Inc,38643720000,0.00,-1.47,-418260000,1.53,0.00,0.0000,169.49,14.30,0.0614,-0.0163,-0.2127,0.2799,-0.88,0.4321,0.3627,1919525,117.72,226.83
WDC,Western Digital Cp,16434142000,15.10,3.84,-754000000,1.85,2.00,0.0360,55.52,13.00,0.5018,-0.1080,0.1133,-0.0023,0.56,0.4332,0.3202,4248685,33.83,65.31
WEC,Wisconsin Energy Corp,29704608000,27.52,3.46,1060500000,0.03,2.36,0.0251,94.17,40.00,0.3597,0.0112,0.1041,0.3699,1.00,0.5410,0.1196,1526630,66.46,98.19
WELL,Welltower Inc,36950424000,22.22,1.76,804950000,0.21,3.48,0.0382,91.18,44.40,0.3136,-0.0023,0.0694,0.4427,1.00,0.5768,0.1730,1924555,60.93,92.50
WEN,Wendys Company,4609754000,30.94,0.65,460120000,0.65,0.40,0.0200,19.99,16.30,0.2806,-0.1068,0.0168,0.1562,0.40,0.4745,0.2118,3674055,14.96,22.84
WEX,Wex Inc,8342122000,26.33,7.50,168300000,1.56,0.00,0.0000,192.77,5.90,0.3763,-0.0817,-0.0775,0.0228,-0.08,0.4092,0.2269,233350,131.35,221.66
WFC,Wells Fargo & Company,210700000000,10.08,4.84,22393000000,1.11,2.04,0.0427,47.82,-6.20,0.0378,0.0142,0.0061,-0.1090,0.40,0.4906,0.2117,23514426,43.02,55.04
